L_ADD_F,L_ADD_T,R_ADD_F,R_ADD_T,ROAD_NAME,ROAD_SUF,FULL_NAME,DIR,ALIAS,LANES,SURFACE_CO,YEAR_INSTA,OWNER,LIFECYCLES,SUBTYPE
8500,8698,0,0,STONEBROOK,PKWY,STONEBROOK PKWY,,,3,CON,1984-01-01,CI,COMP,4
8600,8612,8601,8613,STONEVIEW,DR,STONEVIEW DR,,,2,CON,1995-01-01,CI,COMP,7
7011,7109,7012,7112,LEDGESTONE,CT,LEDGESTONE CT,,,2,CON,1995-01-01,CI,COMP,7
7009,7013,7012,7012,STONERIDGE,DR,STONERIDGE DR,,,2,CON,1995-01-01,CI,COMP,7
7101,7133,7100,7134,STONERIDGE,DR,STONERIDGE DR,,,2,CON,1995-01-01,CI,COMP,7
8410,8414,8405,8415,STONEVIEW,DR,STONEVIEW DR,,,2,CON,1995-01-01,CI,COMP,7
8500,8516,8501,8517,STONEVIEW,DR,STONEVIEW DR,,,2,CON,1995-01-01,CI,COMP,7
8600,8608,8601,8605,MORAINE,DR,MORAINE DR,,,2,CON,1995-01-01,CI,COMP,7
8512,8516,8509,8517,MORAINE,DR,MORAINE DR,,,2,CON,1995-01-01,CI,COMP,7
8600,8698,8601,8699,JOHN WESLEY,DR,JOHN WESLEY DR,,,2,CON,1987-01-01,CI,COMP,7
8700,8998,8701,8999,JOHN WESLEY,DR,JOHN WESLEY DR,,,2,CON,1987-01-01,CI,COMP,7
8201,8351,8200,8360,ROCK BROOK,ST,ROCK BROOK ST,,,2,CON,1987-01-01,CI,COMP,7
8500,8598,8501,8599,EDGE WATER,DR,EDGE WATER DR,,,2,CON,1986-01-01,CI,COMP,7
8462,8470,8463,8469,WILLOW CREEK,DR,WILLOW CREEK DR,,,2,CON,1986-01-01,CI,COMP,7
8400,8498,8401,8499,HICKORY,ST,HICKORY ST,,,2,CON,1984-01-01,CI,COMP,6
8819,8841,8820,8842,HOLLY,ST,HOLLY ST,,,2,CON,1994-01-01,CI,COMP,7
8849,8851,8850,8852,HOLLY,ST,HOLLY ST,,,2,CON,1994-01-01,CI,COMP,7
8078,8264,8079,8265,WHITEWING,DR,WHITEWING DR,,,2,HMAC,1998-01-01,CI,COMP,7
7856,7926,7855,7925,HICKORY,ST,HICKORY ST,,,2,CON,1984-01-01,CI,COMP,6
8401,8499,8400,8498,WOODSTREAM,DR,WOODSTREAM DR,,,2,CON,1985-01-01,CI,COMP,6
8503,8541,8502,8540,WOODSTREAM,DR,WOODSTREAM DR,,,2,HMAC,1998-01-01,CI,COMP,6
8505,8575,8504,8574,CLEARCREEK,CIR,CLEARCREEK CIR,,,2,CON,1984-01-01,CI,COMP,7
8505,8677,8504,8678,CREEKVIEW,DR,CREEKVIEW DR,,,2,CON,1984-01-01,CI,COMP,7
7764,7910,7765,7911,CREEKVIEW,DR,CREEKVIEW DR,,,2,CON,1984-01-01,CI,COMP,7
7700,7798,7701,7799,HICKORY,ST,HICKORY ST,,,2,CON,1984-01-01,CI,COMP,6
8505,8655,8504,8654,PEBBLEBROOK,DR,PEBBLEBROOK DR,,,2,CON,1984-01-01,CI,COMP,7
7450,7498,7451,7499,HICKORY,ST,HICKORY ST,,,2,CON,1980-01-01,CI,COMP,6
0,0,0,0,WOODSTREAM,DR,WOODSTREAM DR,,,2,CON,1985-01-01,CI,COMP,6
0,0,0,0,CRESTLINE,CIR,CRESTLINE CIR,,,2,CON,1985-01-01,CI,COMP,6
7301,7399,0,0,OAKBROOK,DR,OAKBROOK DR,,,1,CON,1994-01-01,CI,COMP,7
0,0,7701,7749,STONEBROOK,PKWY,STONEBROOK PKWY,,,3,CON,1984-01-01,CI,COMP,4
0,0,0,0,OAKBROOK,DR,OAKBROOK DR,,,1,CON,1994-01-01,CI,COMP,7
0,0,0,0,OAKBROOK,DR,OAKBROOK DR,,,1,CON,1994-01-01,CI,COMP,7
0,0,7300,7398,OAKBROOK,DR,OAKBROOK DR,,,1,CON,1994-01-01,CI,COMP,7
0,0,0,0,STONEBROOK,PKWY,STONEBROOK PKWY,,,3,CON,1984-01-01,CI,COMP,4
0,0,7751,7999,STONEBROOK,PKWY,STONEBROOK PKWY,,,3,CON,1984-01-01,CI,COMP,4
0,0,0,0,STONEBROOK,PKWY,STONEBROOK PKWY,,,3,CON,1984-01-01,CI,COMP,4
7750,7998,0,0,STONEBROOK,PKWY,STONEBROOK PKWY,,,3,CON,1984-01-01,CI,COMP,4
0,0,0,0,ROLLING BROOK,DR,ROLLING BROOK DR,,,2,CON,1994-01-01,CI,COMP,7
7700,7748,0,0,STONEBROOK,PKWY,STONEBROOK PKWY,,,3,CON,1984-01-01,CI,COMP,4
7708,7716,7709,7713,GLENOAKS,DR,GLENOAKS DR,,,2,CON,1994-01-01,CI,COMP,7
7800,7812,7801,7813,GLENOAKS,DR,GLENOAKS DR,,,2,CON,1994-01-01,CI,COMP,7
7900,7904,7901,7905,GLENOAKS,DR,GLENOAKS DR,,,2,CON,1994-01-01,CI,COMP,7
7413,7417,7412,7416,BELCREST,DR,BELCREST DR,,,2,CON,1994-01-01,CI,COMP,7
7501,7511,7500,7510,BELCREST,DR,BELCREST DR,,,2,CON,1994-01-01,CI,COMP,7
7614,7618,7613,7617,GLENOAKS,DR,GLENOAKS DR,,,2,CON,1994-01-01,CI,COMP,7
7305,7313,7304,7314,DAVID,DR,DAVID DR,,,2,CON,1994-01-01,CI,COMP,7
7401,7405,7400,7404,DAVID,DR,DAVID DR,,,2,CON,1994-01-01,CI,COMP,7
7600,7616,7601,7615,JENNIFER,LN,JENNIFER LN,,,2,CON,1994-01-01,CI,COMP,7
7700,7716,7701,7713,JENNIFER,LN,JENNIFER LN,,,2,CON,1994-01-01,CI,COMP,7
7800,7806,7801,7805,JENNIFER,LN,JENNIFER LN,,,2,CON,1994-01-01,CI,COMP,7
7601,7619,7600,7616,BELCREST,DR,BELCREST DR,,,2,CON,1997-01-01,CI,COMP,7
7701,7711,7700,7710,BELCREST,DR,BELCREST DR,,,2,CON,1997-01-01,CI,COMP,7
7703,7719,7700,7720,PARKBROOK,DR,PARKBROOK DR,,,2,CON,1997-01-01,CI,COMP,7
7517,7617,7516,7614,PARKBROOK,DR,PARKBROOK DR,,,2,CON,1997-01-01,CI,COMP,7
7715,7719,7714,7718,BELCREST,DR,BELCREST DR,,,2,CON,1997-01-01,CI,COMP,7
7803,7807,7802,7806,BELCREST,DR,BELCREST DR,,,2,CON,1997-01-01,CI,COMP,7
7900,7916,7901,7913,BRIJETTA,DR,BRIJETTA DR,,,2,CON,1997-01-01,CI,COMP,7
8000,8098,8001,8099,KRISTINA,LN,KRISTINA LN,,,2,CON,1997-01-01,CI,COMP,7
7806,7814,7805,7809,BRIJETTA,DR,BRIJETTA DR,,,2,CON,1997-01-01,CI,COMP,7
7800,7816,7807,7817,KRISTINA,LN,KRISTINA LN,,,2,CON,1997-01-01,CI,COMP,7
7900,7928,7901,7921,KRISTINA,LN,KRISTINA LN,,,2,CON,1997-01-01,CI,COMP,7
7804,7900,7805,7815,BROOKVIEW,DR,BROOKVIEW DR,,,2,CON,1997-01-01,CI,COMP,7
7702,7718,7703,7715,BROOKVIEW,DR,BROOKVIEW DR,,,2,CON,1997-01-01,CI,COMP,7
7800,7802,7801,7803,BROOKVIEW,DR,BROOKVIEW DR,,,2,CON,1997-01-01,CI,COMP,7
7600,7632,7601,7635,BROOKVIEW,DR,BROOKVIEW DR,,,2,CON,1997-01-01,CI,COMP,7
7412,7416,7413,7417,BROOKVIEW,DR,BROOKVIEW DR,,,2,CON,1997-01-01,CI,COMP,7
7500,7516,7501,7517,BROOKVIEW,DR,BROOKVIEW DR,,,2,CON,1997-01-01,CI,COMP,7
7409,7417,7408,7416,DAVID,DR,DAVID DR,,,2,CON,1994-01-01,CI,COMP,7
7501,7519,7502,7514,DAVID,DR,DAVID DR,,,2,CON,1994-01-01,CI,COMP,7
7500,7598,7501,7599,JENNIFER,LN,JENNIFER LN,,,2,CON,1994-01-01,CI,COMP,7
7300,7398,7301,7399,ROLLING BROOK,DR,ROLLING BROOK DR,,,2,CON,1994-01-01,CI,COMP,7
7600,7698,7601,7699,ROLLING BROOK,DR,ROLLING BROOK DR,,,2,CON,1994-01-01,CI,COMP,7
7603,7653,7602,7624,BRIDGE WATER,CIR,BRIDGE WATER CIR,,,2,CON,1998-01-01,CI,COMP,7
7404,7420,7405,7421,FOSSIL RIDGE,DR,FOSSIL RIDGE DR,,,2,CON,1998-01-01,CI,COMP,7
7454,7470,7437,7485,FOSSIL RIDGE,DR,FOSSIL RIDGE DR,,,2,CON,1998-01-01,CI,COMP,7
7500,7534,7501,7581,FOSSIL RIDGE,DR,FOSSIL RIDGE DR,,,2,CON,1998-01-01,CI,COMP,7
7817,7821,7816,7822,RIMROCK,CIR,RIMROCK CIR,,,2,CON,1998-01-01,CI,COMP,7
7901,7913,7900,7912,RIMROCK,CIR,RIMROCK CIR,,,2,CON,1998-01-01,CI,COMP,7
7504,7516,7503,7515,BLOSSOM,LN,BLOSSOM LN,,,2,CON,1998-01-01,CI,COMP,7
7602,7606,7601,7605,BLOSSOM,LN,BLOSSOM LN,,,2,CON,1998-01-01,CI,COMP,7
7813,7817,7812,7816,RUSKIN,CIR,RUSKIN CIR,,,2,CON,1998-01-01,CI,COMP,7
7901,7911,7902,7910,RUSKIN,CIR,RUSKIN CIR,,,2,CON,1998-01-01,CI,COMP,7
7915,7919,7914,7918,RUSKIN,CIR,RUSKIN CIR,,,2,CON,1998-01-01,CI,COMP,7
7000,7098,7001,7099,HICKORY,ST,HICKORY ST,,,2,CON,1980-01-01,CI,COMP,6
7100,7198,7101,7199,HICKORY,ST,HICKORY ST,,,2,CON,1980-01-01,CI,COMP,6
8601,8699,8600,8698,6TH,ST,6TH ST,,SIXTH ST,2,CON,2004-01-01,CI,COMP,7
8501,8599,8500,8598,6TH,ST,6TH ST,,SIXTH ST,2,CON,2004-01-01,CI,COMP,7
7100,7198,7101,7199,ASH,ST,ASH ST,,,2,HMAC,2006-01-01,CI,COMP,7
8601,8699,8600,8698,5TH,ST,5TH ST,,FIFTH ST,2,CON,2014-01-01,CI,COMP,6
7000,7098,7001,7099,ASH,ST,ASH ST,,,2,HMAC,2006-01-01,CI,COMP,7
8501,8599,8500,8598,5TH,ST,5TH ST,,FIFTH ST,2,CON,2014-01-01,CI,COMP,6
8601,8699,8600,8698,4TH,ST,4TH ST,,FOURTH ST,2,HMAC,2003-01-01,CI,COMP,7
6900,6998,6901,6999,ASH,ST,ASH ST,,,2,HMAC,1995-01-01,CI,COMP,7
6800,6898,6801,6899,ASH,ST,ASH ST,,,2,HMAC,1995-01-01,CI,COMP,7
8601,8699,8600,8698,3RD,ST,3RD ST,,THIRD ST,2,CON,2009-01-01,CI,COMP,7
8701,8749,8700,8748,7TH,ST,7TH ST,,SEVENTH ST,2,HMAC,1998-01-01,CI,COMP,7
7200,7298,7201,7299,ELM,ST,ELM ST,,,2,CON,1980-01-01,CI,COMP,7
8701,8799,8700,8798,SOUTH COUNTY,RD,SOUTH COUNTY RD,,,2,CON,2004-01-01,CI,COMP,7
8801,8899,8800,8898,SOUTH COUNTY,RD,SOUTH COUNTY RD,,,2,CON,2004-01-01,CI,COMP,7
7000,7098,7001,7099,ELM,ST,ELM ST,,,2,HMAC,1980-01-01,CI,COMP,7
7130,7198,7131,7199,ELM,ST,ELM ST,,,2,HMAC,1980-01-01,CI,COMP,7
8701,8799,8700,8798,6TH,ST,6TH ST,,SIXTH ST,2,CON,2004-01-01,CI,COMP,7
6700,6798,6701,6799,ASH,ST,ASH ST,,,2,HMAC,1995-01-01,CI,COMP,7
8601,8699,8600,8698,2ND,ST,2ND ST,,SECOND ST,2,HMAC,2003-01-01,CI,COMP,7
8653,8661,8652,8662,1ST,ST,1ST ST,,FIRST ST,2,CON,2000-01-01,CI,COMP,7
6610,6690,6609,6691,ASH,ST,ASH ST,,,2,HMAC,1995-01-01,CI,COMP,7
8501,8599,8500,8598,1ST,ST,1ST ST,,FIRST ST,2,HMAC,2000-01-01,CI,COMP,7
9201,9211,9200,9210,MEADOW,LN,MEADOW LN,,,2,CON,2009-09-15,CI,COMP,7
8060,8480,8061,8481,CHRISTIE,DR,CHRISTIE DR,,,2,CON,1975-01-01,CI,COMP,7
9123,9187,9122,9188,MEADOW,LN,MEADOW LN,,,2,CON,2009-09-15,CI,COMP,7
9001,9111,9000,9110,MEADOW,LN,MEADOW LN,,,2,CON,2009-09-15,CI,COMP,7
8060,8182,8061,8173,HILLSIDE,DR,HILLSIDE DR,,,2,HMAC,1991-01-01,CI,COMP,7
9001,9101,9002,9100,BISON,TRL,BISON TRL,,,2,HMAC,1945-01-01,CI,COMP,7
9001,9099,9002,9100,BERKSHIRE,DR,BERKSHIRE DR,,,2,HMAC,1995-01-01,CI,COMP,7
9001,9099,9002,9130,HILLSIDE,DR,HILLSIDE DR,,,2,HMAC,1991-01-01,CI,COMP,7
9001,9055,9000,9056,DR PINK,RD,DR PINK RD,,,2,HMAC,1975-01-01,CI,COMP,7
9101,9131,9100,9130,DR PINK,RD,DR PINK RD,,,2,CON,1975-01-01,CI,COMP,7
9201,9299,9200,9298,PASADENA,DR,PASADENA DR,,,2,HMAC,1990-01-01,CI,COMP,7
8400,8498,8401,8499,MALIBU,ST,MALIBU ST,,,2,CON,1990-01-01,CI,COMP,7
8500,8760,8501,8761,MALIBU,ST,MALIBU ST,,,2,CON,1990-01-01,CI,COMP,7
8382,8760,8401,8761,SANTA ROSA,DR,SANTA ROSA DR,,,2,HMAC,2002-01-01,CI,COMP,7
9551,9599,9550,9598,SUNSET,DR,SUNSET DR,,,2,CON,2006-08-04,CI,COMP,7
9401,9431,9400,9430,SUNSET,DR,SUNSET DR,,,2,CON,2008-01-01,CI,COMP,7
9601,9645,9600,9644,SUNSET,DR,SUNSET DR,,,2,CON,2006-08-04,CI,COMP,7
8400,8498,8401,8499,KENT,DR,KENT DR,,,2,CON,1990-01-01,CI,COMP,7
8500,8598,8501,8599,KENT,DR,KENT DR,,,2,CON,2000-01-01,CI,COMP,7
9661,9693,9658,9690,WINDY RIDGE,RD,WINDY RIDGE RD,,,2,CON,1990-01-01,CI,COMP,7
9705,9797,9700,9794,WINDY RIDGE,RD,WINDY RIDGE RD,,,2,CON,1990-01-01,CI,COMP,7
9811,9833,9808,9830,WINDY RIDGE,RD,WINDY RIDGE RD,,,2,CON,1990-01-01,CI,COMP,7
8428,8500,8429,8501,PRESTON TRACE,BLVD,PRESTON TRACE BLVD,,,2,CON,2006-08-04,CI,COMP,7
9645,9821,9640,9860,WILLIFORD,TRL,WILLIFORD TRL,,,2,CON,1985-01-01,CI,COMP,7
8300,8410,8345,8411,PRESTON TRACE,BLVD,PRESTON TRACE BLVD,,,2,CON,2006-08-04,CI,COMP,7
0,0,0,0,CAMFIELD,RD,CAMFIELD RD,,,2,HMAC,2000-01-01,CI,COMP,7
9731,9841,9750,9850,CAMFIELD,RD,CAMFIELD RD,,,2,HMAC,2000-01-01,CI,COMP,7
8640,8698,8641,8721,CAMFIELD,WAY,CAMFIELD WAY,,,2,HMAC,2000-01-01,CI,COMP,7
8660,8680,8659,8669,CAMERON,RD,CAMERON RD,,,2,HMAC,2000-01-01,CI,COMP,7
8700,8724,8679,8723,CAMERON,RD,CAMERON RD,,,2,HMAC,2000-01-01,CI,COMP,7
8760,8860,8761,8861,CAMFIELD,WAY,CAMFIELD WAY,,,2,HMAC,2000-01-01,CI,COMP,7
8862,8998,8863,8999,CAMFIELD,WAY,CAMFIELD WAY,,,2,HMAC,2000-01-01,CI,COMP,7
0,0,0,0,CAMFIELD,AVE,CAMFIELD AVE,,,2,HMAC,2000-01-01,CI,COMP,7
8960,8998,8961,8999,CAMFIELD WAY,ST,CAMFIELD WAY ST,,CAMFIELD RD,2,HMAC,2000-01-01,CI,COMP,7
8834,8944,8835,8945,CAMFIELD WAY,ST,CAMFIELD WAY ST,,,2,HMAC,2000-01-01,CI,COMP,7
8800,8804,8801,8833,CAMFIELD WAY,ST,CAMFIELD WAY ST,,,2,HMAC,2000-01-01,CI,COMP,7
9901,9961,9900,9980,WILLIFORD,TRL,WILLIFORD TRL,,,2,CON,1985-01-01,CI,COMP,7
8332,8430,8333,8431,CORI,LN,CORI LN,,,2,CON,1985-01-01,CI,COMP,7
9251,9299,9250,9298,DOGWOOD,ST,DOGWOOD ST,,,2,HMAC,1992-01-01,CI,COMP,7
9259,9381,9258,9380,SYCAMORE,ST,SYCAMORE ST,,,2,HMAC,1970-01-01,CI,COMP,7
9401,9499,9400,9498,SYCAMORE,ST,SYCAMORE ST,,,2,GRV,1954-01-01,CI,COMP,7
7800,7898,7801,7899,CAMELLIA,LN,CAMELLIA LN,,,2,HMAC,1954-01-01,CI,COMP,7
7901,7999,7900,7998,SYCAMORE,ST,SYCAMORE ST,,,2,HMAC,1954-01-01,CI,COMP,7
9501,9599,9500,9598,SYCAMORE,ST,SYCAMORE ST,,,2,GRV,1954-01-01,CI,COMP,7
9401,9499,9400,9498,DOGWOOD,ST,DOGWOOD ST,,,2,HMAC,1954-01-01,CI,COMP,7
7800,7898,7801,7899,AZALEA,LN,AZALEA LN,,,2,CON,2004-01-01,CI,COMP,7
7700,7798,7701,7799,AZALEA,LN,AZALEA LN,,,2,CON,2004-01-01,CI,COMP,7
7800,7898,7801,7899,NORTH,ST,NORTH ST,,,2,HMAC,1998-01-01,CI,COMP,7
9501,9599,9500,9598,DOGWOOD,ST,DOGWOOD ST,,,2,HMAC,1954-01-01,CI,COMP,7
7700,7798,7701,7799,CAMELLIA,LN,CAMELLIA LN,,,2,HMAC,1954-01-01,CI,COMP,7
9401,9499,9400,9498,MIMOSA,RD,MIMOSA RD,,,2,CON,2004-01-01,CI,COMP,7
7700,7798,7701,7799,NORTH,ST,NORTH ST,,,2,HMAC,1998-01-01,CI,COMP,7
9501,9599,9500,9598,MIMOSA,RD,MIMOSA RD,,,2,CON,2004-01-01,CI,COMP,7
9321,9381,9320,9380,MIMOSA,RD,MIMOSA RD,,,2,CON,2004-01-01,CI,COMP,7
7700,7798,7701,7799,MAPLE,ST,MAPLE ST,,,2,CON,2004-01-01,CI,COMP,7
7701,7743,7700,7742,MCKINNEY,RD,MCKINNEY RD,,,2,CON,2004-01-01,CI,COMP,6
9251,9299,9250,9298,MIMOSA,RD,MIMOSA RD,,,2,CON,1992-01-01,CI,COMP,7
7500,7598,7501,7599,MAPLE,ST,MAPLE ST,,,2,CON,2004-01-01,CI,COMP,7
7600,7698,7601,7699,MAPLE,ST,MAPLE ST,,,2,CON,2004-01-01,CI,COMP,7
7500,7598,7501,7599,CAMELLIA,LN,CAMELLIA LN,,,2,HMAC,1954-01-01,CI,COMP,7
9321,9381,9320,9380,MAGNOLIA,RD,MAGNOLIA RD,,,2,HMAC,1999-01-01,CI,COMP,7
7600,7698,7601,7699,CAMELLIA,LN,CAMELLIA LN,,,2,HMAC,1954-01-01,CI,COMP,7
7500,7598,7501,7599,AZALEA,LN,AZALEA LN,,,2,CON,2004-01-01,CI,COMP,7
9401,9499,9400,9498,MAGNOLIA,RD,MAGNOLIA RD,,,2,HMAC,1999-01-01,CI,COMP,7
7600,7698,7601,7699,AZALEA,LN,AZALEA LN,,,2,CON,2004-01-01,CI,COMP,7
7500,7610,7501,7611,NORTH,ST,NORTH ST,,,2,HMAC,1998-01-01,CI,COMP,7
9501,9599,9500,9598,MAGNOLIA,RD,MAGNOLIA RD,,,2,HMAC,1999-01-01,CI,COMP,7
7612,7698,7613,7699,NORTH,ST,NORTH ST,,,2,HMAC,1998-01-01,CI,COMP,7
8665,8663,8667,8669,ELM,CT,ELM CT,,,2,HMAC,1990-01-01,CI,COMP,7
10401,10481,10400,10480,PARKVIEW,CIR,PARKVIEW CIR,,,2,HMAC,1990-01-01,CI,COMP,7
10281,10351,10220,10350,HIGHLAND,CT,HIGHLAND CT,,,2,HMAC,1990-01-01,CI,COMP,7
11805,11877,11804,11884,CHAPARRAL,DR,CHAPARRAL DR,,,2,CON,2003-10-02,CI,COMP,7
15000,15198,0,0,ELDORADO,PKWY,ELDORADO PKWY,,CR 22,3,CON,2006-02-08,CI,COMP,4
0,0,0,0,CASTLEMAN CREEK,DR,CASTLEMAN CREEK DR,,,1,CON,2004-01-28,CI,COMP,7
0,0,0,0,ELDORADO,PKWY,ELDORADO PKWY,,CR 22,3,CON,2006-02-08,CI,COMP,4
15530,15592,15531,15579,APPALOOSA,DR,APPALOOSA DR,,,2,CON,2002-09-16,CI,COMP,7
15618,15722,15617,15697,APPALOOSA,DR,APPALOOSA DR,,,2,CON,2002-09-16,CI,COMP,7
11901,11981,11902,11980,SINGING BROOK,RD,SINGING BROOK RD,,,2,CON,2002-09-16,CI,COMP,7
11835,11883,11834,11876,SINGING BROOK,RD,SINGING BROOK RD,,,2,CON,2002-09-16,CI,COMP,7
15508,15776,15509,15777,WYOMING,DR,WYOMING DR,,,2,CON,2003-04-04,CI,COMP,7
15802,15828,15803,15825,WYOMING,DR,WYOMING DR,,,2,CON,2003-04-04,CI,COMP,7
0,0,12326,12374,MONTANA,DR,MONTANA DR,,,2,CON,2003-04-04,CI,COMP,7
12397,12477,12398,12476,MONTANA,DR,MONTANA DR,,,2,CON,2003-04-04,CI,COMP,7
12501,12529,12502,12528,MONTANA,DR,MONTANA DR,,,2,CON,2003-04-04,CI,COMP,7
15500,15860,15525,15859,WESTERN,TRL,WESTERN TRL,,,2,CON,2003-04-04,CI,COMP,7
15404,15476,15405,15477,WESTERN,TRL,WESTERN TRL,,,2,CON,2003-04-04,CI,COMP,7
12443,12467,12420,12444,LATIGO,DR,LATIGO DR,,,2,CON,2003-04-04,CI,COMP,7
11701,11775,11702,11774,PONDVIEW,LN,PONDVIEW LN,,,2,CON,2004-01-28,CI,COMP,7
0,0,12000,12098,HEDGEWOOD,LN,HEDGEWOOD LN,,,2,CON,2004-01-28,CI,COMP,7
0,0,12100,12198,HEDGEWOOD,LN,HEDGEWOOD LN,,,2,CON,2004-01-28,CI,COMP,7
12111,12199,12110,12198,SALT GRASS,LN,SALT GRASS LN,,,2,CON,2004-01-28,CI,COMP,7
15106,15246,15109,15263,PALO PINTO,DR,PALO PINTO DR,,,2,CON,2004-01-28,CI,COMP,7
15270,15292,15271,15293,PALO PINTO,DR,PALO PINTO DR,,,2,CON,2004-01-28,CI,COMP,7
12221,12287,12220,12286,SALT GRASS,LN,SALT GRASS LN,,,2,CON,2004-01-28,CI,COMP,7
12309,12331,12308,12330,SALT GRASS,LN,SALT GRASS LN,,,2,CON,2004-01-28,CI,COMP,7
15102,15296,15105,15295,SALANO CREEK,DR,SALANO CREEK DR,,,2,CON,2004-01-28,CI,COMP,7
15104,15298,15143,15299,PREACHERS,LN,PREACHERS LN,,,2,CON,2004-01-28,CI,COMP,7
15006,15078,15101,15123,PREACHERS,LN,PREACHERS LN,,,2,CON,2004-01-28,CI,COMP,7
12407,12423,12406,12422,SALT GRASS,LN,SALT GRASS LN,,,2,CON,2004-01-28,CI,COMP,7
12439,12489,12438,12488,SALT GRASS,LN,SALT GRASS LN,,,2,CON,2004-01-28,CI,COMP,7
11876,11950,11875,11951,GIDDINGS,DR,GIDDINGS DR,,,2,CON,2003-02-28,CI,COMP,7
11966,12030,11967,12031,GIDDINGS,DR,GIDDINGS DR,,,2,CON,2003-02-28,CI,COMP,7
11804,11852,11803,11853,GIDDINGS,DR,GIDDINGS DR,,,2,CON,2003-02-28,CI,COMP,7
12046,12078,12047,12097,GIDDINGS,DR,GIDDINGS DR,,,2,CON,2003-02-28,CI,COMP,7
11818,11980,11819,11999,HENDERSON,DR,HENDERSON DR,,,2,CON,2003-02-28,CI,COMP,7
12032,12080,12007,12055,HENDERSON,DR,HENDERSON DR,,,2,CON,2003-02-28,CI,COMP,7
11707,11779,11706,11778,ORANGE,CT,ORANGE CT,,,2,CON,2003-02-28,CI,COMP,7
11705,11777,11704,11776,BONHAM,CT,BONHAM CT,,,2,CON,2003-02-28,CI,COMP,7
11703,11775,11702,11774,BALCH SPRINGS,CT,BALCH SPRINGS CT,,,2,CON,2003-02-28,CI,COMP,7
11805,11899,11804,11898,GONZALES,DR,GONZALES DR,,,2,CON,2003-02-28,CI,COMP,7
11804,11878,11805,11877,DEL RIO,DR,DEL RIO DR,,,2,CON,2003-02-28,CI,COMP,7
11920,12080,11901,12079,DEL RIO,DR,DEL RIO DR,,,2,CON,2003-02-28,CI,COMP,7
11913,12003,11912,12002,GONZALES,DR,GONZALES DR,,,2,CON,2003-02-28,CI,COMP,7
12009,12093,12010,12092,GONZALES,DR,GONZALES DR,,,2,CON,2003-02-28,CI,COMP,7
12111,12183,12110,12198,GONZALES,DR,GONZALES DR,,,2,CON,2003-02-28,CI,COMP,7
11704,11800,11711,11801,HENDERSON,DR,HENDERSON DR,,,2,CON,2003-02-24,CI,COMP,7
11682,11698,11681,11699,HENDERSON,DR,HENDERSON DR,,,2,CON,2003-02-24,CI,COMP,7
11540,11698,11523,11699,MANSFIELD,DR,MANSFIELD DR,,,2,CON,2003-02-24,CI,COMP,7
11308,11484,11303,11479,HENDERSON,DR,HENDERSON DR,,,2,CON,2003-02-24,CI,COMP,7
11506,11660,11523,11655,HENDERSON,DR,HENDERSON DR,,,2,CON,2003-02-24,CI,COMP,7
12101,12199,12100,12198,TERRELL,DR,TERRELL DR,,,2,CON,2003-02-24,CI,COMP,7
11314,11496,11315,11497,MANSFIELD,DR,MANSFIELD DR,,,2,CON,2003-02-24,CI,COMP,7
12001,12099,12000,12098,BARKSDALE,DR,BARKSDALE DR,,,2,CON,2003-02-24,CI,COMP,7
12101,12199,12100,12198,BARKSDALE,DR,BARKSDALE DR,,,2,CON,2003-02-24,CI,COMP,7
11720,11756,11721,11799,SNYDER,DR,SNYDER DR,,,2,CON,2003-02-24,CI,COMP,7
11522,11756,11545,11757,LA GRANGE,DR,LA GRANGE DR,,,2,CON,2003-02-28,CI,COMP,7
11346,11698,11345,11709,SNYDER,DR,SNYDER DR,,,2,CON,2003-02-24,CI,COMP,7
11400,11498,11401,11499,LA GRANGE,DR,LA GRANGE DR,,,2,CON,2003-02-28,CI,COMP,7
11538,11758,11513,11759,CORSICANA,DR,CORSICANA DR,,,2,CON,2003-02-28,CI,COMP,7
11426,11490,11425,11499,CORSICANA,DR,CORSICANA DR,,,2,CON,2003-02-28,CI,COMP,7
11124,11390,11103,11389,CORSICANA,DR,CORSICANA DR,,,2,CON,2003-02-24,CI,COMP,7
11006,11206,11005,11199,SNYDER,DR,SNYDER DR,,,2,CON,2003-02-24,CI,COMP,7
11212,11292,11209,11319,SNYDER,DR,SNYDER DR,,,2,CON,2003-02-24,CI,COMP,7
11901,11999,11900,11998,ROSEWOOD,DR,ROSEWOOD DR,,,2,CON,2003-02-24,CI,COMP,7
11098,11170,11121,11193,LA GRANGE,DR,LA GRANGE DR,,,2,CON,2003-02-24,CI,COMP,7
11216,11386,11215,11381,LA GRANGE,DR,LA GRANGE DR,,,2,CON,2003-02-24,CI,COMP,7
11905,12017,11904,12018,KILGORE,DR,KILGORE DR,,,2,CON,2003-02-24,CI,COMP,7
10928,11074,10903,11073,LA GRANGE,DR,LA GRANGE DR,,,2,CON,2003-02-24,CI,COMP,7
11200,11298,11099,11295,MANSFIELD,DR,MANSFIELD DR,,,2,CON,2003-02-24,CI,COMP,7
12033,12149,12032,12150,KILGORE,DR,KILGORE DR,,,2,CON,2003-02-24,CI,COMP,7
11002,11086,11015,11087,MANSFIELD,DR,MANSFIELD DR,,,2,CON,2003-02-24,CI,COMP,7
0,0,0,0,HILLCREST,RD,HILLCREST RD,,,2,CON,2003-01-01,CI,COMP,4
